activityType,hintsUsed,attemptCount,timeSpentSeconds,conceptUnderstanding,decisionMaking,boundaryConditions,codingImplementation,hintDependency,testCasesTotal,testCasesPassed,executionStatus,success,score,accuracy
debugging,0,1,98,,,44.72,32.97,0.0,14.0,9.0,fail,False,,
debugging,1,2,67,,,57.85,35.15,23.92,7.0,4.0,fail,False,,
debugging,1,6,120,,,45.27,39.18,9.66,14.0,7.0,fail,False,,
debugging,0,4,211,,,58.38,56.84,0.0,9.0,6.0,fail,False,,
battle,1,3,152,66.88,52.92,,,10.76,,,,,54.29,0.55
debugging,1,1,234,,,50.64,26.74,21.02,8.0,5.0,fail,False,,
interview,3,4,236,13.02,,,,51.85,,,,,19.49,0.21
coding,5,5,162,,,51.7,34.27,80.99,8.0,4.0,fail,False,,
coding,0,5,90,,,72.47,97.04,5.46,14.0,12.0,pass,True,,
interview,4,4,139,81.2,,,,60.6,,,,,97.7,0.95
battle,4,1,35,56.79,68.27,,,61.23,,,,,36.28,0.36
debugging,2,6,243,,,20.78,25.28,33.38,13.0,4.0,fail,False,,
coding,3,5,276,,,66.21,35.08,45.78,10.0,6.0,fail,False,,
interview,1,3,151,45.34,,,,2.52,,,,,42.11,0.48
interview,2,6,196,18.4,,,,19.31,,,,,22.85,0.25
interview,2,5,166,64.31,,,,25.11,,,,,49.84,0.53
debugging,1,1,170,,,53.7,55.52,17.73,10.0,6.0,fail,False,,
battle,4,2,46,77.66,66.77,,,56.69,,,,,81.65,0.92
battle,5,1,200,39.02,52.54,,,76.82,,,,,24.12,0.26
interview,1,4,173,87.6,,,,23.71,,,,,87.31,0.86
debugging,3,3,147,,,74.3,77.09,43.33,7.0,5.0,pass,True,,
debugging,4,6,59,,,68.93,84.25,42.29,13.0,10.0,pass,True,,
interview,5,6,233,80.44,,,,79.0,,,,,84.24,0.88
battle,4,2,74,76.57,70.84,,,54.74,,,,,76.12,0.78
interview,3,3,151,56.8,,,,55.2,,,,,49.72,0.48
interview,0,1,188,79.45,,,,0.0,,,,,84.74,0.84
interview,0,2,238,14.18,,,,0.57,,,,,18.87,0.21
interview,0,4,244,69.54,,,,10.54,,,,,64.1,0.68
battle,5,6,199,62.59,29.41,,,77.89,,,,,52.8,0.53
battle,4,3,123,82.72,63.55,,,62.79,,,,,76.6,0.8
debugging,1,2,253,,,28.36,34.23,16.68,5.0,2.0,fail,False,,
coding,2,6,90,,,53.73,49.91,21.77,9.0,6.0,fail,False,,
coding,1,5,236,,,50.18,40.71,5.43,8.0,4.0,fail,False,,
battle,3,1,194,63.44,57.11,,,42.67,,,,,55.4,0.65
interview,5,3,261,71.24,,,,83.15,,,,,73.95,0.79
interview,2,1,211,95.69,,,,31.93,,,,,79.87,0.77
interview,4,5,216,77.08,,,,51.77,,,,,81.88,0.88
debugging,2,2,32,,,91.44,100.0,37.79,9.0,8.0,pass,True,,
battle,4,3,200,67.97,56.82,,,54.13,,,,,63.91,0.66
coding,3,5,220,,,84.38,98.42,51.71,9.0,8.0,pass,True,,
battle,5,3,218,59.0,49.6,,,83.33,,,,,51.76,0.5
battle,2,1,211,48.14,65.14,,,21.06,,,,,37.03,0.42
debugging,3,6,243,,,30.65,15.33,35.75,6.0,1.0,error,False,,
debugging,3,6,49,,,36.29,39.92,54.32,10.0,6.0,fail,False,,
battle,1,5,259,75.59,65.75,,,10.47,,,,,68.86,0.79
battle,1,6,238,71.77,52.4,,,20.29,,,,,70.34,0.69
debugging,4,3,268,,,43.17,27.48,52.91,11.0,4.0,fail,False,,
interview,4,6,260,57.61,,,,60.52,,,,,50.95,0.55
battle,2,6,40,79.71,58.4,,,32.21,,,,,77.6,0.83
coding,5,2,81,,,52.24,84.01,83.62,9.0,7.0,pass,True,,
interview,2,6,221,38.55,,,,33.36,,,,,39.4,0.44
battle,3,5,42,21.0,44.03,,,40.94,,,,,22.31,0.25
interview,5,6,159,70.38,,,,78.73,,,,,61.14,0.69
interview,5,2,157,33.54,,,,77.45,,,,,39.69,0.42
battle,0,2,135,24.15,52.96,,,0.0,,,,,32.42,0.35
battle,1,5,61,87.37,63.68,,,15.15,,,,,84.26,0.91
interview,0,4,67,92.38,,,,0.0,,,,,82.69,0.89
debugging,3,3,253,,,69.9,98.1,43.3,5.0,4.0,pass,True,,
interview,1,6,124,54.27,,,,15.52,,,,,54.52,0.52
debugging,5,6,149,,,25.74,19.56,76.19,9.0,3.0,fail,False,,
coding,5,5,229,,,42.53,24.27,60.69,10.0,4.0,fail,False,,
debugging,3,1,284,,,22.28,28.1,53.37,9.0,3.0,fail,False,,
coding,4,2,113,,,64.51,94.48,54.13,14.0,11.0,pass,True,,
coding,3,1,87,,,77.91,89.04,49.82,12.0,11.0,pass,True,,
debugging,4,5,185,,,63.2,59.88,55.75,6.0,4.0,fail,False,,
battle,1,5,267,82.2,42.39,,,15.84,,,,,76.22,0.86
interview,0,4,231,68.34,,,,0.0,,,,,63.49,0.7
battle,3,1,211,50.4,56.69,,,39.56,,,,,44.21,0.47
interview,2,6,297,60.69,,,,30.6,,,,,50.9,0.5
debugging,0,1,250,,,48.77,43.57,0.0,9.0,5.0,fail,False,,
coding,5,5,221,,,17.02,12.64,69.16,5.0,1.0,error,False,,
debugging,1,3,185,,,49.74,35.58,14.55,5.0,3.0,fail,False,,
coding,4,3,273,,,85.44,97.38,53.78,8.0,7.0,pass,True,,
coding,2,2,281,,,31.67,16.82,40.31,7.0,2.0,error,False,,
coding,1,1,237,,,33.09,19.8,5.28,13.0,5.0,fail,False,,
debugging,5,5,54,,,31.85,28.41,81.59,6.0,2.0,fail,False,,
interview,1,3,181,27.16,,,,18.96,,,,,20.81,0.24
interview,0,5,73,81.48,,,,0.0,,,,,93.41,0.91
debugging,3,1,275,,,54.41,46.59,41.48,14.0,9.0,fail,False,,
battle,5,5,282,47.17,56.82,,,76.79,,,,,54.08,0.59
battle,0,2,99,82.93,88.89,,,0.0,,,,,77.2,0.79
debugging,1,2,209,,,23.7,8.99,20.67,5.0,1.0,error,False,,
coding,4,5,66,,,68.5,73.34,70.61,7.0,5.0,pass,True,,
coding,4,3,249,,,66.69,82.06,60.54,14.0,11.0,pass,True,,
debugging,3,1,105,,,60.88,50.07,34.47,9.0,6.0,fail,False,,
coding,1,5,238,,,35.99,25.22,4.17,10.0,5.0,fail,False,,
debugging,0,1,119,,,51.97,39.89,1.98,10.0,6.0,fail,False,,
debugging,5,5,298,,,32.27,29.58,73.14,5.0,2.0,fail,False,,
debugging,0,2,55,,,29.86,22.12,0.0,10.0,3.0,error,False,,
battle,0,6,42,46.83,45.05,,,0.37,,,,,34.04,0.38
debugging,3,3,129,,,38.68,35.55,47.87,12.0,5.0,fail,False,,
coding,0,3,193,,,59.11,50.43,0.0,10.0,7.0,fail,False,,
debugging,5,4,216,,,41.23,35.1,71.93,6.0,3.0,fail,False,,
debugging,0,5,293,,,83.4,98.49,0.0,11.0,10.0,pass,True,,
battle,2,6,259,56.63,36.18,,,43.93,,,,,54.08,0.54
battle,5,6,151,36.49,48.87,,,76.92,,,,,33.96,0.39
coding,1,2,125,,,34.04,27.34,18.5,10.0,4.0,fail,False,,
battle,2,5,243,80.81,51.83,,,32.94,,,,,80.33,0.86
debugging,2,5,280,,,5.45,2.61,28.75,6.0,1.0,error,False,,
debugging,3,6,266,,,47.72,36.76,49.01,12.0,6.0,fail,False,,
battle,5,2,123,42.92,54.56,,,82.34,,,,,29.63,0.33
interview,0,2,83,30.79,,,,0.0,,,,,34.65,0.37
debugging,1,4,217,,,66.61,93.64,22.32,8.0,7.0,pass,True,,
debugging,5,4,41,,,15.84,13.23,66.87,5.0,1.0,error,False,,
battle,3,5,180,36.82,33.84,,,38.72,,,,,36.91,0.37
battle,4,3,257,48.18,44.41,,,63.51,,,,,33.26,0.37
battle,3,1,193,52.04,57.13,,,43.17,,,,,46.05,0.53
coding,4,3,63,,,70.79,89.06,63.68,8.0,7.0,pass,True,,
debugging,2,3,67,,,77.93,95.49,34.27,10.0,9.0,pass,True,,
interview,3,2,34,43.51,,,,48.37,,,,,48.07,0.49
battle,3,2,106,74.8,66.88,,,49.24,,,,,67.76,0.66
coding,2,4,167,,,60.06,61.39,17.22,6.0,4.0,fail,False,,
interview,5,5,136,24.72,,,,70.39,,,,,27.14,0.28
debugging,1,4,124,,,31.32,46.63,8.94,5.0,3.0,fail,False,,
coding,3,4,48,,,43.36,29.61,49.46,14.0,6.0,fail,False,,
battle,4,1,71,25.84,55.56,,,65.33,,,,,32.34,0.37
interview,1,2,118,87.36,,,,17.4,,,,,86.42,0.94
interview,0,2,205,32.01,,,,0.0,,,,,21.7,0.22
interview,5,3,188,83.57,,,,59.56,,,,,78.5,0.84
interview,4,5,139,31.1,,,,68.97,,,,,26.38,0.27
interview,5,6,65,87.9,,,,73.32,,,,,98.86,0.99
battle,3,4,47,61.55,66.72,,,51.12,,,,,59.89,0.66
battle,3,5,133,15.88,34.25,,,43.86,,,,,23.09,0.23
battle,4,3,133,45.2,38.53,,,37.69,,,,,39.17,0.43
coding,5,6,280,,,64.59,45.95,84.33,10.0,7.0,fail,False,,
interview,2,6,83,100.0,,,,13.14,,,,,94.3,0.9
coding,4,1,223,,,50.7,40.96,62.37,8.0,5.0,fail,False,,
debugging,3,3,226,,,72.42,82.5,57.12,8.0,6.0,pass,True,,
coding,2,5,200,,,49.22,19.82,37.58,13.0,5.0,fail,False,,
coding,2,3,229,,,16.27,24.42,47.88,13.0,3.0,error,False,,
coding,2,2,71,,,49.28,31.32,45.95,10.0,6.0,fail,False,,
interview,5,1,249,52.56,,,,86.13,,,,,48.11,0.49
battle,3,1,183,100.0,84.11,,,40.1,,,,,91.13,0.95
battle,0,5,147,49.59,45.63,,,1.23,,,,,46.16,0.44
debugging,5,2,40,,,17.98,12.67,80.73,11.0,4.0,fail,False,,
battle,5,5,193,24.15,35.76,,,81.6,,,,,28.7,0.33
coding,5,4,122,,,48.96,43.39,74.05,13.0,6.0,fail,False,,
interview,5,4,116,50.99,,,,67.18,,,,,52.99,0.53
coding,1,1,259,,,37.13,19.76,12.49,8.0,3.0,fail,False,,
interview,0,4,247,25.74,,,,0.0,,,,,26.41,0.29
interview,1,4,152,41.51,,,,21.17,,,,,28.19,0.32
battle,2,3,216,48.43,57.68,,,39.62,,,,,56.56,0.62
coding,5,6,232,,,63.44,50.65,51.62,6.0,4.0,fail,False,,
battle,4,1,116,57.29,55.35,,,53.12,,,,,68.97,0.68
coding,4,6,278,,,46.7,37.18,53.12,14.0,8.0,fail,False,,
debugging,1,4,201,,,40.87,32.95,15.92,6.0,3.0,fail,False,,
debugging,1,3,97,,,24.64,23.38,4.85,6.0,2.0,fail,False,,
coding,3,6,54,,,57.03,48.56,42.88,11.0,7.0,fail,False,,
battle,1,5,179,25.39,43.57,,,6.07,,,,,24.05,0.25
coding,2,2,152,,,9.96,12.0,27.29,7.0,1.0,error,False,,
debugging,2,2,204,,,11.59,5.74,12.51,8.0,1.0,error,False,,
interview,4,3,38,22.51,,,,63.83,,,,,20.78,0.24
coding,1,1,142,,,38.42,17.7,12.12,12.0,5.0,fail,False,,
battle,2,6,54,24.72,41.22,,,30.84,,,,,29.09,0.31
interview,0,4,208,47.38,,,,8.03,,,,,52.06,0.53
interview,0,4,278,47.95,,,,10.71,,,,,42.0,0.45
battle,4,1,177,68.95,77.41,,,63.47,,,,,71.19,0.74
debugging,4,2,140,,,59.07,54.81,59.66,13.0,9.0,fail,False,,
coding,5,6,74,,,54.68,78.81,71.49,7.0,5.0,pass,True,,
debugging,1,4,249,,,74.38,87.97,15.28,5.0,4.0,pass,True,,
battle,4,2,128,54.18,67.31,,,58.25,,,,,59.45,0.64
interview,3,3,202,24.39,,,,45.04,,,,,27.02,0.31
interview,2,3,187,95.73,,,,21.78,,,,,87.48,0.95
debugging,2,5,117,,,75.86,78.31,21.45,7.0,6.0,pass,True,,
interview,3,3,163,43.73,,,,53.29,,,,,47.12,0.53
interview,4,5,206,48.28,,,,57.21,,,,,51.91,0.54
battle,1,1,87,41.19,62.47,,,14.99,,,,,42.72,0.43
interview,2,5,254,11.58,,,,27.48,,,,,26.63,0.27
battle,2,6,30,34.71,51.77,,,38.36,,,,,30.51,0.36
battle,1,5,240,44.62,33.55,,,4.26,,,,,37.04,0.4
interview,1,2,74,59.36,,,,12.18,,,,,62.7,0.67
debugging,1,2,59,,,22.66,10.6,16.4,13.0,4.0,fail,False,,
battle,3,1,138,71.6,73.14,,,44.25,,,,,64.03,0.65
coding,4,2,218,,,74.22,92.39,61.39,13.0,11.0,pass,True,,
debugging,4,5,193,,,83.58,95.11,74.35,14.0,13.0,pass,True,,
coding,3,5,180,,,76.04,92.38,40.95,14.0,11.0,pass,True,,
coding,3,4,212,,,52.11,45.16,47.67,14.0,9.0,fail,False,,
coding,2,2,104,,,27.29,39.65,19.77,10.0,4.0,fail,False,,
interview,2,6,173,82.45,,,,33.25,,,,,76.48,0.84
debugging,5,1,129,,,68.05,94.84,64.44,13.0,11.0,pass,True,,
coding,3,4,112,,,46.52,46.18,40.82,14.0,8.0,fail,False,,
coding,1,6,155,,,15.39,17.72,15.05,12.0,4.0,fail,False,,
interview,2,3,195,21.41,,,,22.58,,,,,19.17,0.2
debugging,5,3,208,,,38.17,30.38,71.02,8.0,3.0,fail,False,,
battle,0,5,220,64.62,57.89,,,1.61,,,,,68.44,0.7
battle,2,6,201,43.49,42.75,,,27.02,,,,,36.06,0.36
debugging,3,5,216,,,96.06,86.87,38.98,9.0,8.0,pass,True,,
interview,4,5,124,88.53,,,,43.22,,,,,89.9,0.9
coding,1,6,56,,,53.59,40.81,8.5,6.0,4.0,fail,False,,
debugging,4,1,218,,,27.97,20.55,62.97,13.0,4.0,fail,False,,
debugging,4,1,67,,,26.67,25.22,51.18,12.0,6.0,fail,False,,
battle,5,5,114,90.11,64.3,,,83.69,,,,,93.5,0.92
interview,1,2,161,63.44,,,,17.82,,,,,55.79,0.61
interview,2,1,194,29.89,,,,29.15,,,,,33.93,0.36
coding,2,6,126,,,65.33,39.71,33.65,6.0,4.0,fail,False,,
interview,3,5,111,70.56,,,,45.89,,,,,68.95,0.77
debugging,3,4,99,,,27.35,22.59,43.19,6.0,2.0,fail,False,,
coding,5,5,142,,,61.39,47.83,71.82,9.0,6.0,fail,False,,
coding,5,3,279,,,49.38,39.92,71.16,11.0,6.0,fail,False,,
coding,0,4,38,,,28.47,32.21,0.0,14.0,5.0,fail,False,,
interview,2,6,94,50.89,,,,20.63,,,,,46.78,0.54
interview,2,6,51,94.74,,,,31.85,,,,,80.04,0.87
coding,1,1,236,,,39.52,28.52,12.31,12.0,5.0,fail,False,,
battle,4,4,90,53.08,58.93,,,50.96,,,,,52.32,0.59
debugging,3,5,137,,,57.26,97.46,39.03,8.0,6.0,pass,True,,
coding,1,2,154,,,58.58,47.68,6.15,5.0,3.0,fail,False,,
interview,0,6,268,48.85,,,,0.0,,,,,46.81,0.5
debugging,1,5,73,,,65.46,57.51,20.58,13.0,9.0,fail,False,,
interview,5,6,183,74.76,,,,75.1,,,,,79.46,0.81
battle,2,2,61,78.78,85.58,,,44.71,,,,,78.36,0.76
interview,5,2,100,66.71,,,,78.76,,,,,57.63,0.64
battle,1,3,220,100.0,83.1,,,20.49,,,,,91.54,0.95
interview,0,6,216,87.4,,,,1.13,,,,,74.49,0.84
coding,1,1,232,,,59.37,78.34,7.25,14.0,10.0,pass,True,,
battle,4,6,149,86.58,67.47,,,49.22,,,,,81.71,0.88
interview,0,1,146,57.53,,,,0.0,,,,,63.42,0.66
coding,4,2,71,,,71.07,80.91,65.6,8.0,7.0,pass,True,,
battle,4,4,76,26.45,48.61,,,58.32,,,,,38.11,0.38
coding,5,4,210,,,39.57,35.95,80.51,7.0,3.0,fail,False,,
battle,3,1,213,71.12,85.89,,,39.4,,,,,81.08,0.88
interview,4,6,158,19.21,,,,64.97,,,,,22.42,0.24
battle,3,6,177,25.0,35.59,,,58.58,,,,,34.91,0.35
debugging,0,2,150,,,55.61,54.93,0.0,8.0,5.0,fail,False,,
interview,5,1,169,100.0,,,,64.7,,,,,92.81,0.97
interview,1,5,95,13.26,,,,22.03,,,,,20.06,0.22
interview,3,2,113,100.0,,,,33.91,,,,,91.9,0.89
interview,3,6,191,82.97,,,,44.49,,,,,90.49,0.95
coding,3,4,152,,,49.82,25.27,44.92,10.0,6.0,fail,False,,
interview,2,6,113,36.22,,,,33.76,,,,,32.34,0.35
coding,4,5,38,,,57.64,46.77,51.83,5.0,3.0,fail,False,,
coding,1,5,64,,,84.15,94.83,18.51,11.0,10.0,pass,True,,
interview,5,2,198,57.52,,,,79.06,,,,,50.47,0.59
coding,4,2,135,,,62.11,47.21,63.96,6.0,4.0,fail,False,,
coding,5,5,296,,,77.45,35.21,75.87,13.0,8.0,fail,False,,
debugging,3,5,257,,,63.66,83.49,48.87,12.0,9.0,pass,True,,
interview,5,2,178,26.7,,,,58.04,,,,,26.74,0.31
battle,0,2,275,86.1,65.44,,,6.03,,,,,81.27,0.89
coding,2,2,149,,,33.31,12.63,30.13,9.0,3.0,fail,False,,
coding,3,1,273,,,36.74,20.2,26.55,14.0,4.0,error,False,,
interview,1,2,54,37.89,,,,23.24,,,,,38.3,0.41
coding,3,3,275,,,31.72,12.03,36.02,12.0,3.0,error,False,,
interview,0,3,223,100.0,,,,0.0,,,,,99.85,0.98
interview,1,3,239,48.97,,,,20.61,,,,,53.43,0.56
battle,3,2,47,80.41,88.28,,,51.7,,,,,90.43,0.93
battle,2,2,133,45.62,47.19,,,34.9,,,,,23.86,0.28
coding,3,2,156,,,37.1,37.72,47.75,9.0,4.0,fail,False,,
debugging,5,4,61,,,55.69,73.59,75.95,14.0,10.0,pass,True,,
debugging,1,4,284,,,56.74,81.49,7.03,8.0,6.0,pass,True,,
coding,4,5,180,,,57.95,83.28,57.46,5.0,4.0,pass,True,,
interview,5,5,284,62.02,,,,72.86,,,,,52.05,0.54
interview,0,4,38,72.28,,,,0.0,,,,,65.13,0.63
battle,1,6,255,73.96,61.4,,,12.29,,,,,83.18,0.8
coding,5,4,210,,,75.28,88.82,83.64,12.0,11.0,pass,True,,
battle,2,6,39,54.85,54.18,,,22.55,,,,,46.43,0.44
battle,3,2,130,33.83,46.63,,,52.38,,,,,35.81,0.34
battle,5,4,284,53.82,31.22,,,67.34,,,,,55.48,0.56
debugging,1,1,280,,,59.84,84.45,15.84,14.0,10.0,pass,True,,
debugging,1,1,261,,,85.27,87.64,3.64,11.0,9.0,pass,True,,
interview,2,3,127,55.57,,,,29.25,,,,,46.69,0.49
battle,2,4,224,88.34,65.79,,,26.4,,,,,84.24,0.89
interview,3,4,215,71.1,,,,39.77,,,,,82.8,0.86
coding,4,5,74,,,42.81,24.12,60.79,6.0,2.0,fail,False,,
debugging,4,4,36,,,78.72,84.33,67.99,11.0,10.0,pass,True,,
battle,1,2,39,71.76,85.46,,,14.57,,,,,80.36,0.77
battle,5,5,78,58.51,59.92,,,74.32,,,,,64.07,0.68
battle,3,2,137,49.7,64.38,,,51.56,,,,,52.54,0.51
battle,3,6,211,58.91,48.04,,,42.82,,,,,52.86,0.58
coding,4,3,262,,,25.96,0.0,71.49,12.0,3.0,error,False,,
debugging,3,4,201,,,61.69,70.68,43.21,11.0,8.0,pass,True,,
battle,0,1,240,77.17,68.62,,,0.0,,,,,71.7,0.74
battle,0,3,287,77.21,61.66,,,13.0,,,,,82.51,0.79
battle,3,5,226,24.32,28.21,,,32.37,,,,,25.09,0.25
interview,5,5,175,26.52,,,,76.86,,,,,31.29,0.31
debugging,2,1,158,,,24.13,39.26,24.04,12.0,5.0,fail,False,,
battle,3,4,242,38.17,53.82,,,45.47,,,,,36.09,0.38
coding,5,3,249,,,82.39,85.24,82.4,10.0,9.0,pass,True,,
interview,5,3,230,45.86,,,,86.16,,,,,41.23,0.4
interview,0,4,233,26.55,,,,0.0,,,,,29.06,0.33
battle,5,4,117,31.7,54.52,,,72.53,,,,,31.1,0.31
coding,1,6,137,,,55.9,38.15,23.12,11.0,6.0,fail,False,,
battle,1,3,73,63.42,66.59,,,13.26,,,,,75.95,0.75
debugging,5,6,103,,,74.38,90.12,64.37,12.0,10.0,pass,True,,
interview,5,3,248,46.25,,,,71.59,,,,,53.31,0.61
battle,5,3,85,61.35,64.51,,,60.26,,,,,60.81,0.6
debugging,5,1,261,,,6.08,0.0,79.52,6.0,1.0,error,False,,
debugging,2,2,51,,,81.62,100.0,23.59,11.0,9.0,pass,True,,
coding,0,1,69,,,38.82,46.03,12.7,7.0,4.0,fail,False,,
debugging,4,2,145,,,44.67,31.89,47.37,6.0,3.0,fail,False,,
battle,1,6,49,47.68,49.47,,,6.92,,,,,50.07,0.57
coding,5,2,243,,,29.75,20.62,77.23,8.0,2.0,error,False,,
battle,0,4,143,66.59,49.43,,,0.0,,,,,61.61,0.71
coding,1,3,205,,,31.34,17.08,11.18,6.0,2.0,fail,False,,
coding,3,2,198,,,18.34,20.95,47.92,9.0,2.0,error,False,,
coding,1,5,157,,,19.74,9.06,24.14,11.0,3.0,error,False,,
debugging,3,2,82,,,70.03,85.88,48.6,7.0,5.0,pass,True,,
debugging,3,6,32,,,45.06,35.77,35.5,12.0,5.0,fail,False,,
battle,5,6,95,39.21,33.41,,,84.31,,,,,29.66,0.3
debugging,1,2,155,,,11.88,0.0,14.5,14.0,3.0,error,False,,
battle,1,2,105,46.71,63.34,,,19.72,,,,,48.6,0.47
coding,5,4,55,,,32.53,31.25,80.1,12.0,5.0,fail,False,,
interview,4,3,76,58.93,,,,59.12,,,,,49.11,0.57
coding,2,6,119,,,65.56,91.41,26.74,13.0,11.0,pass,True,,
interview,5,5,229,92.19,,,,63.95,,,,,94.2,0.93
battle,4,1,123,75.72,74.98,,,68.25,,,,,77.83,0.81
coding,4,6,261,,,19.54,20.56,60.51,10.0,3.0,error,False,,
battle,2,4,249,79.0,62.28,,,33.44,,,,,76.28,0.77
battle,2,2,54,35.08,43.25,,,34.39,,,,,24.95,0.26
coding,4,2,82,,,22.47,15.54,51.73,6.0,1.0,error,False,,
coding,4,4,132,,,37.55,19.64,59.31,5.0,2.0,fail,False,,
coding,2,6,53,,,76.88,85.01,32.0,14.0,11.0,pass,True,,
interview,2,1,272,70.06,,,,25.87,,,,,72.34,0.75
debugging,1,3,97,,,4.5,0.0,0.0,14.0,2.0,error,False,,
battle,1,1,205,78.27,68.51,,,12.96,,,,,74.8,0.73
interview,4,1,217,18.9,,,,55.88,,,,,24.11,0.27
battle,1,3,94,49.61,62.16,,,13.74,,,,,56.01,0.56
interview,3,4,210,21.8,,,,53.52,,,,,29.04,0.33
interview,3,5,119,65.92,,,,40.59,,,,,58.04,0.56
coding,0,5,31,,,24.86,6.33,1.78,8.0,1.0,error,False,,
coding,1,3,31,,,67.88,80.16,16.52,9.0,7.0,pass,True,,
coding,3,3,135,,,80.22,100.0,24.45,14.0,13.0,pass,True,,
coding,0,6,214,,,11.65,25.15,0.0,14.0,3.0,error,False,,
battle,0,4,260,49.83,26.41,,,0.0,,,,,38.04,0.39
interview,5,5,239,64.49,,,,73.93,,,,,66.68,0.74
interview,3,2,265,75.33,,,,41.45,,,,,75.15,0.79
coding,3,5,160,,,35.86,32.5,40.41,13.0,6.0,fail,False,,
battle,2,5,260,97.08,62.91,,,30.73,,,,,100.0,0.99
battle,3,4,76,90.26,81.4,,,44.96,,,,,82.12,0.87
debugging,0,2,100,,,60.75,44.54,6.43,10.0,6.0,fail,False,,
coding,2,4,215,,,50.85,29.87,23.16,6.0,3.0,fail,False,,
debugging,4,4,59,,,81.58,97.03,55.31,12.0,10.0,pass,True,,
debugging,2,3,69,,,65.34,39.88,23.19,7.0,4.0,fail,False,,
battle,0,3,258,77.01,70.12,,,0.0,,,,,70.45,0.79
interview,4,2,249,62.7,,,,60.91,,,,,67.66,0.68
interview,0,3,264,93.32,,,,0.0,,,,,92.05,0.93
battle,1,1,270,82.45,74.89,,,20.7,,,,,79.04,0.84
interview,3,2,276,34.19,,,,56.31,,,,,33.68,0.37
coding,3,3,80,,,39.85,36.98,53.85,11.0,6.0,fail,False,,
debugging,2,1,108,,,59.27,50.58,38.18,6.0,4.0,fail,False,,
debugging,1,3,276,,,41.6,37.51,0.0,5.0,3.0,fail,False,,
interview,4,3,168,76.16,,,,58.75,,,,,83.25,0.98
battle,1,4,159,34.39,46.61,,,14.52,,,,,36.02,0.38
debugging,3,2,237,,,11.9,22.46,52.12,14.0,3.0,error,False,,
interview,1,6,60,34.83,,,,12.94,,,,,33.04,0.33
battle,0,5,116,57.74,56.74,,,0.0,,,,,52.83,0.62
debugging,1,4,105,,,77.6,83.39,10.95,11.0,9.0,pass,True,,
coding,4,1,114,,,27.76,29.61,60.88,5.0,2.0,fail,False,,
interview,2,1,159,70.25,,,,29.67,,,,,64.91,0.76
coding,4,4,49,,,65.37,45.66,56.12,10.0,7.0,fail,False,,
coding,5,1,254,,,52.23,34.46,82.92,7.0,4.0,fail,False,,
coding,4,1,204,,,72.01,88.9,60.24,10.0,8.0,pass,True,,
interview,5,1,229,81.98,,,,89.41,,,,,76.86,0.85
battle,4,2,68,52.75,66.38,,,59.11,,,,,48.57,0.56
interview,2,2,44,43.65,,,,29.1,,,,,37.84,0.39
interview,1,1,175,86.25,,,,8.24,,,,,86.53,0.89
interview,1,2,58,83.99,,,,7.8,,,,,70.31,0.81
battle,0,3,215,60.45,64.71,,,0.19,,,,,58.38,0.63
battle,1,6,267,63.66,46.9,,,15.56,,,,,69.51,0.67
coding,2,5,63,,,57.79,41.58,31.51,8.0,5.0,fail,False,,
battle,4,6,109,42.93,50.0,,,65.14,,,,,37.45,0.43
debugging,3,1,163,,,35.17,30.44,36.53,12.0,5.0,fail,False,,
battle,4,6,288,78.7,49.22,,,47.13,,,,,80.86,0.78
battle,1,1,211,25.78,47.58,,,20.52,,,,,35.18,0.35
battle,1,1,261,27.09,37.79,,,11.73,,,,,28.9,0.3
interview,1,6,66,72.71,,,,23.1,,,,,74.8,0.76
battle,3,3,264,100.0,82.01,,,46.02,,,,,100.0,1.0
debugging,2,4,44,,,19.86,30.18,24.16,6.0,2.0,fail,False,,
interview,3,6,195,56.19,,,,34.41,,,,,71.73,0.71
debugging,4,3,258,,,11.63,41.18,56.29,6.0,2.0,fail,False,,
debugging,0,3,220,,,19.96,18.82,0.0,11.0,2.0,error,False,,
debugging,5,5,217,,,28.94,16.8,81.64,8.0,3.0,fail,False,,
interview,3,6,38,58.42,,,,47.18,,,,,65.52,0.72
interview,2,1,72,81.08,,,,17.08,,,,,74.07,0.78
interview,5,4,171,35.39,,,,70.23,,,,,27.12,0.31
battle,5,2,197,33.56,42.93,,,76.2,,,,,29.18,0.32
interview,3,5,191,44.23,,,,48.5,,,,,55.72,0.62
interview,1,6,266,71.88,,,,13.77,,,,,67.76,0.75
debugging,1,1,255,,,61.98,72.83,2.81,11.0,8.0,pass,True,,
interview,5,5,271,38.57,,,,75.34,,,,,50.59,0.59
interview,1,2,112,99.94,,,,24.46,,,,,91.92,0.89
battle,5,2,87,31.71,60.46,,,56.35,,,,,29.76,0.34
debugging,2,2,220,,,66.99,51.61,30.97,8.0,5.0,fail,False,,
debugging,5,1,269,,,80.61,91.05,75.02,10.0,8.0,pass,True,,
debugging,5,2,230,,,49.04,44.12,72.99,6.0,3.0,fail,False,,
battle,5,4,156,89.45,67.98,,,76.68,,,,,80.39,0.81
battle,0,6,293,92.2,50.32,,,0.0,,,,,91.53,0.97
debugging,4,6,113,,,72.71,80.32,52.46,11.0,8.0,pass,True,,
interview,2,3,78,30.04,,,,29.84,,,,,31.87,0.33
coding,3,1,190,,,59.73,73.46,45.02,8.0,6.0,pass,True,,
battle,4,5,215,68.26,37.7,,,58.45,,,,,66.11,0.69
